Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
South Africa,ZAF,2000,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,10.80006
South Africa,ZAF,1999,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,26.00001
South Africa,ZAF,1994,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,8.47406
South Africa,ZAF,2014,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,28902
South Africa,ZAF,2013,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,25687
South Africa,ZAF,2012,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,24772
South Africa,ZAF,2011,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,23104
South Africa,ZAF,2009,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,19864
South Africa,ZAF,2008,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,17835
South Africa,ZAF,2007,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,15724
South Africa,ZAF,2006,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,14330
South Africa,ZAF,2005,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,13979
South Africa,ZAF,2004,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,10875
South Africa,ZAF,2003,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,9752
South Africa,ZAF,2002,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,9000
South Africa,ZAF,2001,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,9232
South Africa,ZAF,2000,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,9187
South Africa,ZAF,1999,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,5764
South Africa,ZAF,1996,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,13996
South Africa,ZAF,1994,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,10525
South Africa,ZAF,2014,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,22706
South Africa,ZAF,2013,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,20268
South Africa,ZAF,2012,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,19566
South Africa,ZAF,2011,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,18158
South Africa,ZAF,2009,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,15326
South Africa,ZAF,2008,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,13713
South Africa,ZAF,2007,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,12032
South Africa,ZAF,2006,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,10951
South Africa,ZAF,2005,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,10561
South Africa,ZAF,2004,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,8287
South Africa,ZAF,2003,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,7253
South Africa,ZAF,2002,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,7185
South Africa,ZAF,2001,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,7180
South Africa,ZAF,2000,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,6906
South Africa,ZAF,1999,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,4504
South Africa,ZAF,1996,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,13856
South Africa,ZAF,1994,"Teachers in pre-primary education, female (number)",SE.PRE.TCHR.FE,10313
South Africa,ZAF,2014,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,78.56204
South Africa,ZAF,2013,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,78.90373
South Africa,ZAF,2012,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,78.98434
South Africa,ZAF,2011,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,78.59245
South Africa,ZAF,2009,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,77.15465
South Africa,ZAF,2008,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,76.88814
South Africa,ZAF,2007,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,76.51997
South Africa,ZAF,2006,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,76.4201
South Africa,ZAF,2005,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,75.54904
South Africa,ZAF,2004,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,76.2023
South Africa,ZAF,2003,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,74.37449
South Africa,ZAF,2002,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,79.83333
South Africa,ZAF,2001,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,77.77296
South Africa,ZAF,2000,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,75.17144
South Africa,ZAF,1999,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,78.14018
South Africa,ZAF,1996,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,98.99971
South Africa,ZAF,1994,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,97.98575
South Africa,ZAF,2018,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3671331
South Africa,ZAF,2017,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3688961
South Africa,ZAF,2016,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3687169
South Africa,ZAF,2015,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3613399
South Africa,ZAF,2014,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3494040
South Africa,ZAF,2013,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3424638
South Africa,ZAF,2012,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3397656
South Africa,ZAF,2011,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3378569
South Africa,ZAF,2010,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3416588
South Africa,ZAF,2009,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3474797
South Africa,ZAF,2008,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3531965
South Africa,ZAF,2007,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3571622
South Africa,ZAF,2006,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3535131
South Africa,ZAF,2005,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3564932
South Africa,ZAF,2004,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3627631
South Africa,ZAF,2003,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3648488
South Africa,ZAF,2002,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3652278
South Africa,ZAF,2001,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3623428
South Africa,ZAF,2000,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3616042
South Africa,ZAF,1999,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3895887
South Africa,ZAF,1998,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3934217
South Africa,ZAF,1997,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3978787
South Africa,ZAF,1995,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4026702
South Africa,ZAF,1994,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3906652
South Africa,ZAF,1991,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3573615
South Africa,ZAF,1990,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3448868
South Africa,ZAF,1989,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3352996
South Africa,ZAF,1988,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2493336
South Africa,ZAF,1987,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2427982
South Africa,ZAF,1986,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2340178
South Africa,ZAF,1970,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1982937
South Africa,ZAF,2015,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,196319
South Africa,ZAF,2014,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,172502
South Africa,ZAF,2013,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,174011
South Africa,ZAF,2012,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,167967
South Africa,ZAF,2011,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,167744
South Africa,ZAF,2010,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,183568
South Africa,ZAF,2009,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,163791
South Africa,ZAF,2008,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,169969
South Africa,ZAF,2007,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,168573
South Africa,ZAF,2006,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,167807
South Africa,ZAF,2005,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,176026
South Africa,ZAF,2004,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,159599
South Africa,ZAF,2003,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,157093
South Africa,ZAF,2002,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,168930
South Africa,ZAF,2001,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,148221
South Africa,ZAF,2000,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,160337
South Africa,ZAF,1999,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,172543
South Africa,ZAF,1997,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,132436
South Africa,ZAF,1995,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,165398
South Africa,ZAF,1994,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,124929
South Africa,ZAF,1991,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,158118
South Africa,ZAF,2020,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2019,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2018,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2017,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2016,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2015,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2014,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2013,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2012,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2011,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2010,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2009,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2008,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2007,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2006,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2005,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2004,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2003,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2002,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2001,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,2000,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,1999,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,1998,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,1997,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2
South Africa,ZAF,1996,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1995,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1994,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1993,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1992,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1991,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1990,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1989,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1988,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1987,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1986,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1985,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1984,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1983,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1982,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1981,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1980,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1979,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1978,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1977,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1976,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1975,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1974,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1973,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1972,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1971,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,1970,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
South Africa,ZAF,2020,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2019,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2018,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2017,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2016,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2015,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2014,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2013,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2012,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2011,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2010,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2009,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2008,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2007,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2006,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2005,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2004,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2003,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2002,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2001,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,2000,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,1999,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,1998,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,1997,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
South Africa,ZAF,1996,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1995,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1994,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1993,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1992,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1991,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1990,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1989,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1988,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1987,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1986,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1985,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1984,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1983,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1982,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1981,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1980,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1979,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1978,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1977,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1976,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1975,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1974,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1973,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1972,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1971,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,1970,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2
South Africa,ZAF,2018,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2506132
South Africa,ZAF,2017,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2612039
South Africa,ZAF,2016,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2680554
South Africa,ZAF,2015,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2602487
South Africa,ZAF,2014,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2710459
South Africa,ZAF,2012,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2472942
South Africa,ZAF,2011,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2426896
South Africa,ZAF,2010,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2398374
South Africa,ZAF,2009,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2392333
South Africa,ZAF,2008,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2374170
South Africa,ZAF,2007,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2456168
South Africa,ZAF,2006,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2455108
South Africa,ZAF,2005,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2392102
South Africa,ZAF,2004,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2367088
South Africa,ZAF,2003,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2289237
South Africa,ZAF,2002,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2250409
South Africa,ZAF,2001,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2218158
South Africa,ZAF,2000,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2170709
South Africa,ZAF,1999,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2241826
South Africa,ZAF,1998,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,2251847
South Africa,ZAF,1994,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,1911420
South Africa,ZAF,1991,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,1589180
South Africa,ZAF,1990,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,1474611
South Africa,ZAF,1989,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,1359519
South Africa,ZAF,2018,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,7.21945
South Africa,ZAF,2017,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,7.03534
South Africa,ZAF,2016,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,7.47279
South Africa,ZAF,2015,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,7.09104
South Africa,ZAF,2014,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,6.95062
South Africa,ZAF,2012,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,5.08929
South Africa,ZAF,2011,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,4.66078
South Africa,ZAF,2010,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,4.6514
South Africa,ZAF,2009,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,5.73926
South Africa,ZAF,2008,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,5.72419
South Africa,ZAF,2007,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,5.53561
South Africa,ZAF,2006,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,5.13898
South Africa,ZAF,2005,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,4.87295
South Africa,ZAF,2004,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,5.99955
South Africa,ZAF,2003,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,5.84593
South Africa,ZAF,2002,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,5.62973
South Africa,ZAF,2001,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,5.20252
South Africa,ZAF,2000,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,4.78828
South Africa,ZAF,1999,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,3.78258
South Africa,ZAF,1998,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,3.77793
South Africa,ZAF,1994,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,1.33844
South Africa,ZAF,1991,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,1.23905
South Africa,ZAF,1990,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,1.49816
South Africa,ZAF,1989,Share of all students in secondary education enrolled in vocational programmes (%),SE.SEC.ENRL.VO.ZS,1.55684
South Africa,ZAF,2018,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,101.35436
South Africa,ZAF,2017,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,102.65886
South Africa,ZAF,2016,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,103.11547
South Africa,ZAF,2015,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,105.94124
South Africa,ZAF,2012,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,107.3743
South Africa,ZAF,2011,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,106.05963
South Africa,ZAF,2010,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,102.53064
South Africa,ZAF,2009,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,96.75714
South Africa,ZAF,2008,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,91.16779
South Africa,ZAF,2007,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,92.66863
South Africa,ZAF,2006,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,96.22079
South Africa,ZAF,2005,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,94.39021
South Africa,ZAF,2004,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,90.37447
South Africa,ZAF,2003,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,87.37505
South Africa,ZAF,2002,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,94.24415
South Africa,ZAF,2001,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,93.26034
South Africa,ZAF,2000,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,91.52581
South Africa,ZAF,1999,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,93.90497
South Africa,ZAF,1998,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,94.25312
South Africa,ZAF,2018,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,103.2407
South Africa,ZAF,2017,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,104.69136
South Africa,ZAF,2016,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,105.88875
